iter	RMSE
661	10.47338416
662	10.47327912
663	10.47315535
664	10.47290234
665	10.47270954
666	10.472141
667	10.47188426
668	10.4715474
669	10.47139081
670	10.47114849
671	10.47092065
672	10.47078924
673	10.47046763
674	10.47023413
675	10.46975882
676	10.4695425
677	10.4693256
678	10.46879256
679	10.46860633
680	10.46830358
681	10.46800497
682	10.46780819
683	10.46728014
684	10.46697973
685	10.46663452
686	10.46642985
687	10.4657625
688	10.46547167
689	10.46530646
690	10.46509798
691	10.46472789
692	10.46449141
693	10.46387494
694	10.46350681
695	10.46323888
696	10.46314011
697	10.46281908
698	10.46256996
699	10.46239686
700	10.46212128
701	10.46180805
702	10.46153021
703	10.46136498
704	10.46103394
705	10.46091119
706	10.46077234
707	10.46057506
708	10.46037504
709	10.46018528
710	10.46008999
711	10.4599006
712	10.45968238
713	10.45944773
714	10.45921822
715	10.45900284
716	10.4587625
717	10.45843656
718	10.45812878
719	10.45791058
720	10.45761505
721	10.45720834
722	10.45671882
723	10.45631571
724	10.45610088
725	10.45557013
726	10.45532563
727	10.45513696
728	10.45500182
729	10.45471683
730	10.45443047
731	10.45406013
732	10.45393336
733	10.45386692
734	10.4537507
735	10.45335419
736	10.45316426
737	10.45309837
738	10.45286603
739	10.45267062
740	10.45247068
741	10.45225083
742	10.45199271
743	10.45188447
744	10.45166786
745	10.45154375
746	10.45133071
747	10.45113274
748	10.45102527
749	10.45086297
750	10.45061835
751	10.45050373
752	10.45032376
753	10.45015287
754	10.44982177
755	10.44948267
756	10.44920535
757	10.4491215
758	10.44903288
759	10.44886341
760	10.44869979
761	10.44857129
762	10.44828471
763	10.44816528
764	10.44805206
765	10.44787275
766	10.4476024
767	10.4473902
768	10.4470527
769	10.44679814
770	10.44652602
771	10.44633103
772	10.44608378
773	10.44576673
774	10.44565977
775	10.44560114
776	10.44549508
777	10.44505452
778	10.44494117
779	10.44456749
780	10.44441656
781	10.44432346
782	10.44417796
783	10.44401533
784	10.44379162
785	10.44354383
786	10.44331994
787	10.44310866
788	10.44295774
789	10.44274154
790	10.44250268
791	10.44226595
792	10.4421044
793	10.4419656
794	10.44183384
795	10.44159902
796	10.44143146
797	10.44130222
798	10.4411358
799	10.44096427
800	10.44083333
801	10.44068506
802	10.44048133
803	10.44014209
804	10.43999538
805	10.43980238
806	10.43961704
807	10.43945564
808	10.43929051
809	10.43901669
810	10.43864218
811	10.43848325
812	10.43832239
813	10.43805179
814	10.43787353
815	10.43771042
816	10.43765355
817	10.43754845
818	10.43748938
819	10.4373256
820	10.43718504
821	10.43698503
822	10.43672588
823	10.43653686
824	10.4364133
825	10.43625652
826	10.43607451
827	10.43593363
828	10.4358181
829	10.43570486
830	10.43543161
831	10.43518091
832	10.43501835
833	10.43489562
834	10.43477636
835	10.43470743
836	10.43450956
837	10.4343543
838	10.43424333
839	10.43415365
840	10.43408932
841	10.43391307
842	10.43382451
843	10.4336524
844	10.43356743
845	10.4334333
846	10.43326383
847	10.43318382
848	10.43305619
849	10.43292979
850	10.43283554
851	10.43271065
852	10.43256767
853	10.43244212
854	10.43229508
855	10.43222089
856	10.43217167
857	10.43195922
858	10.43182421
859	10.43168575
860	10.43159132
861	10.43149576
862	10.43134276
863	10.43125278
864	10.4311364
865	10.43098851
866	10.43088538
867	10.43079818
868	10.43067218
869	10.43044598
870	10.43038853
871	10.43034455
872	10.43020692
873	10.43001807
874	10.42989796
875	10.42978755
876	10.42967624
877	10.42957721
878	10.42948704
879	10.42925799
880	10.42914019
881	10.42907276
882	10.42889575
883	10.42875241
884	10.42852289
885	10.42837092
886	10.42825815
887	10.42801714
888	10.42780331
889	10.42770663
890	10.42765111
891	10.42743945
892	10.42731375
893	10.42717712
894	10.42706222
895	10.42683532
896	10.42668844
897	10.42664902
898	10.42654619
899	10.42647526
900	10.42641901
901	10.42631671
902	10.42623047
903	10.42613469
904	10.42606872
905	10.42600737
906	10.42575089
907	10.42561003
908	10.42551358
909	10.42543732
910	10.42519586
911	10.42510508
912	10.42499881
913	10.424914
914	10.42481984
915	10.42471909
916	10.42464476
917	10.42442595
918	10.42432133
919	10.42424498
920	10.42418523
921	10.42411595
922	10.4240603
923	10.42398155
924	10.4239035
925	10.42383871
926	10.4237017
927	10.42360382
928	10.42352678
929	10.42335203
930	10.42325367
931	10.42318981
932	10.42311548
933	10.42299241
934	10.4229229
935	10.42279547
936	10.42272049
937	10.42263402
938	10.42251008
939	10.42242736
940	10.42236879
941	10.42233853
942	10.4222781
943	10.42207805
944	10.42196005
945	10.42191597
946	10.42181356
947	10.42172149
948	10.42167309
949	10.42159041
950	10.42137194
951	10.42119929
952	10.42099669
953	10.42094477
954	10.4208119
955	10.42077255
956	10.42067477
957	10.42062355
958	10.42041307
959	10.42032818
960	10.42026152
961	10.42014967
962	10.42010682
963	10.42003365
964	10.41996889
965	10.41989572
966	10.41983556
967	10.41978035
968	10.41967813
969	10.41957283
970	10.41954614
971	10.41948802
972	10.4194081
973	10.41930034
974	10.41925379
975	10.41922842
976	10.41910797
977	10.41901401
978	10.41893433
979	10.41883506
980	10.41879696
981	10.41873658
982	10.41868293
983	10.41861941
984	10.4185184
985	10.41847434
986	10.41840047
987	10.41835952
988	10.41827816
989	10.41811172
990	10.41806425
991	10.41795373
992	10.41788115
993	10.41780194
994	10.4176861
995	10.41752921
996	10.41742429
997	10.4173178
998	10.41723917
999	10.41715728
